contract_key,supplier,category,months_to_expiry,contract_value_usd,eus,fis,rss_raw,rss_src,rss,scs_observed,supplier_share_observed_pct,scs_effective,supplier_share_effective_pct,scs_impute_mode,sas,ps_observed_scs,ps_imputed_scs,tier_observed,tier_imputed,strict_complete,supplier_total_spend_usd,practical_complete
C2021005230,HYBRID PATHWAYS,IT Infrastructure,0.0,114399.99,10.0,0.0,3.878,metrics.Supplier,7.8,2.0,0.0,2.0,0.0,no_imputation,7.0,5.56,5.56,T3,T3,False,0.0,False
C2021005230,HYBRID PATHWAYS,IT Infrastructure,0.0,457600.0,10.0,0.01,3.878,metrics.Supplier,7.8,2.0,0.0,2.0,0.0,no_imputation,7.0,5.56,5.56,T3,T3,False,0.0,False
nan,HYBRID PATHWAYS,IT Infrastructure,0.0,128000.01,10.0,0.0,3.878,metrics.Supplier,7.8,2.0,0.0,2.0,0.0,no_imputation,7.0,5.56,5.56,T3,T3,False,0.0,False
C2021005230,HYBRID PATHWAYS,IT Infrastructure,0.0,104000.01,10.0,0.0,3.878,metrics.Supplier,7.8,2.0,0.0,2.0,0.0,no_imputation,7.0,5.56,5.56,T3,T3,False,0.0,False
C2021005230,HYBRID PATHWAYS,IT Infrastructure,0.0,114400.0,10.0,0.0,3.878,metrics.Supplier,7.8,2.0,0.0,2.0,0.0,no_imputation,7.0,5.56,5.56,T3,T3,False,0.0,False
nan,HYBRID PATHWAYS,IT Infrastructure,0.0,115200.0,10.0,0.0,3.878,metrics.Supplier,7.8,2.0,0.0,2.0,0.0,no_imputation,7.0,5.56,5.56,T3,T3,False,0.0,False
C2021005230,HYBRID PATHWAYS,IT Infrastructure,0.0,386280.0,10.0,0.01,3.878,metrics.Supplier,7.8,2.0,0.0,2.0,0.0,no_imputation,7.0,5.56,5.56,T3,T3,False,0.0,False
C2021005230,HYBRID PATHWAYS,IT Infrastructure,0.0,140822.48,10.0,0.0,3.878,metrics.Supplier,7.8,2.0,0.0,2.0,0.0,no_imputation,7.0,5.56,5.56,T3,T3,False,0.0,False
C2021005230,HYBRID PATHWAYS,IT Infrastructure,0.0,150732.0,10.0,0.0,3.878,metrics.Supplier,7.8,2.0,0.0,2.0,0.0,no_imputation,7.0,5.56,5.56,T3,T3,False,0.0,False
C2021005230,HYBRID PATHWAYS,IT Infrastructure,0.0,477750.0,10.0,0.01,3.878,metrics.Supplier,7.8,2.0,0.0,2.0,0.0,no_imputation,7.0,5.56,5.56,T3,T3,False,0.0,False
